"Time,""Car.Road.Route.DevAng"",""RPSensor.RP00.Path.DevDist"",""RPSensor.RP00.Route.CurveXY"",""Vhcl.Steer.Ang"""
"s,""deg"",""m"",""1/m"",""deg"""
1.801,-0.1030575191,-0.4224174023,-0.09228932112,-12.77218434
1.811,0.03822292034,-0.4269633889,-0.09663049877,-12.70110682
1.821,0.195661847,-0.4313484728,-0.1009809971,-12.86505015
1.831,0.3687052284,-0.4355765581,-0.1053385362,-12.87586576
1.841,0.5570272898,-0.4396410882,-0.1097005084,-12.70509822
1.851,0.7616080568,-0.4435025454,-0.1139921397,-12.75167072
1.861,0.972248429,-0.4471473694,-0.1127050519,-12.9000156
1.871,1.178137017,-0.4505999088,-0.1114239171,-12.79673887
1.881,1.379455888,-0.4538567364,-0.1101493016,-12.6829556
1.891,1.577047717,-0.4569008946,-0.108881712,-12.82388631
1.901,1.770429162,-0.4597514868,-0.1076216549,-12.88342165
1.911,1.958939934,-0.4624281824,-0.1063695848,-12.71592065
1.921,2.14331556,-0.4649145305,-0.1051259115,-12.71169106
1.931,2.323977911,-0.4672063887,-0.1038910225,-12.87655902
1.941,2.500075347,-0.4693313241,-0.1026652604,-12.81574899
1.951,2.671554722,-0.4712924659,-0.1014489532,-12.63512378
1.961,2.839505664,-0.4730660617,-0.1002423763,-12.69468132
1.971,3.003978331,-0.4746584594,-0.09904579818,-12.76253499
1.981,3.16431105,-0.4760911167,-0.09785943478,-12.57464928
1.991,3.321086095,-0.47735098,-0.0966835022,-12.46256502
2.001,3.47503344,-0.4784247577,-0.09551817924,-12.58704266
2.011,3.62542055,-0.4793370366,-0.09436360747,-12.57113771
2.021,3.771699301,-0.4801032841,-0.09321990609,-12.38751575
2.031,3.906446131,-0.4807087779,-0.08615750074,-12.42746212
2.041,4.011323261,-0.4811793566,-0.07736381888,-12.5793365
2.051,4.084923675,-0.481572181,-0.06859683245,-12.48668413
2.061,4.127669134,-0.481913209,-0.0598602742,-12.37449571
2.071,4.140744251,-0.4822123349,-0.05115695298,-12.51487232
2.081,4.124081577,-0.4825137854,-0.04248866066,-12.58511484
2.091,4.077382719,-0.4828633666,-0.03385645524,-12.42488543
2.101,4.001724284,-0.4832702279,-0.0252610445,-12.41361135
2.111,3.897936568,-0.4837534428,-0.01670269668,-12.58643221
2.121,3.765510722,-0.484365046,-0.008181248792,-12.55460524
2.131,3.604575239,-0.4851359725,0.0003035253321,-12.41807914
2.141,3.416319852,-0.486071527,0.008751763962,-12.52945392
2.151,3.200893118,-0.4872066975,0.01716363616,-12.67386632
2.161,2.957705933,-0.4885918498,0.0255391784,-12.56691665
2.171,2.687466929,-0.4902417362,0.03387804702,-12.51459484
2.181,2.391236066,-0.4921658039,0.0421795398,-12.6971658
2.191,2.068717085,-0.4944093227,0.05044255033,-12.74641147
2.201,1.73810465,-0.497005403,0.0439167954,-12.6000149
2.211,1.438103416,-0.4999136627,0.03372072428,-12.64627663
2.221,1.170539926,-0.5030990839,0.02348108217,-12.82484424
2.231,0.9349652,-0.5065534711,0.01319513284,-12.76887084
2.241,0.7318729341,-0.5102409124,0.002859411994,-12.65736202
2.251,0.562645921,-0.5141058564,-0.007530116476,-12.79910382
2.261,0.4274854913,-0.5181259513,-0.01797764376,-12.9197335
2.271,0.3261375405,-0.5222875476,-0.02848746069,-12.79453528
2.281,0.2597634677,-0.5265393257,-0.03906400874,-12.76957264
2.291,0.2296410786,-0.5308321714,-0.04971141368,-12.96078721
2.301,0.2357057532,-0.5351518989,-0.06043304503,-12.98200946
2.311,0.2783201851,-0.5394695997,-0.07123160362,-12.83647008
2.321,0.3591818633,-0.5437236428,-0.08210889995,-12.90969739
2.331,0.4792544314,-0.5478753448,-0.09306509793,-13.07733415
2.341,0.6384879169,-0.5519093871,-0.1040984467,-12.99620003
2.351,0.8379524985,-0.5557785034,-0.1152051985,-12.89562549
2.361,1.079428828,-0.5594197512,-0.1263789535,-13.04775174
2.371,1.363238458,-0.5628042817,-0.136580795,-13.14317632
2.381,1.660548063,-0.5659198165,-0.1346920431,-13.00228232
2.391,1.950795573,-0.5687467456,-0.1328109801,-12.98833251
2.401,2.234531245,-0.5712797642,-0.1309389621,-13.17324793
2.411,2.510947728,-0.5735484958,-0.1290772259,-13.17096238
2.421,2.779765626,-0.5755652189,-0.127226904,-13.02191313
2.431,3.041934974,-0.577311933,-0.1253890544,-13.10079158
2.441,3.297543072,-0.5787969828,-0.1235646158,-13.25651989
2.451,3.545718643,-0.5800510049,-0.1217544302,-13.15994102
2.461,3.786750904,-0.5810715556,-0.1199592426,-13.05889861
2.471,4.021556166,-0.581843555,-0.1181797534,-13.21139198
2.481,4.249704981,-0.5823890567,-0.1164165437,-13.29641076
2.491,4.470518174,-0.582732141,-0.1146700904,-13.14778072
2.501,4.684727854,-0.5828596354,-0.1129408479,-13.1346992
2.511,4.892918002,-0.5827667713,-0.1112292111,-13.31893331
2.521,5.094312966,-0.58248353,-0.1095354259,-13.31350502
2.531,5.28867753,-0.5820217133,-0.1078597307,-13.1624366
2.541,5.477002927,-0.5813629031,-0.1062023193,-13.24079851
2.551,5.659233233,-0.5805148482,-0.1042554155,-13.3995526
2.561,5.831947805,-0.5795096755,-0.1016572416,-13.30553675
2.571,5.994562661,-0.5783480406,-0.09905365855,-13.20030061
2.581,6.147977252,-0.5770174265,-0.09644642472,-13.34954366
2.591,6.291763411,-0.5755419731,-0.09383705258,-13.43921295
2.601,6.425197563,-0.5739494562,-0.09122689068,-13.2901987
2.611,6.548969986,-0.5722299814,-0.08861726522,-13.26589262
2.621,6.663690701,-0.5703803301,-0.0860093832,-13.44882985
2.631,6.768581492,-0.5684333444,-0.08340417594,-13.45121359
2.641,6.863328172,-0.5664051771,-0.08080253005,-13.29182514
2.651,6.948906603,-0.5642801523,-0.07820531726,-13.35568315
2.661,7.025497358,-0.5620673895,-0.07561323047,-13.51944462
2.671,7.092212086,-0.5598011613,-0.07302675396,-13.43407835
2.681,7.149249717,-0.5574839711,-0.07044638693,-13.31201433
2.691,7.197599774,-0.555101335,-0.06787260622,-13.4463394
2.701,7.236962155,-0.5526747704,-0.06530568004,-13.55066542
2.711,7.266570173,-0.5502335429,-0.06274574995,-13.40388379
2.721,7.287068425,-0.5477687716,-0.06019302458,-13.35069198
2.731,7.299206525,-0.545273304,-0.05764764175,-13.52630469
2.741,7.302290355,-0.5427778363,-0.05510953069,-13.5489775
2.751,7.295878515,-0.540301621,-0.05257858709,-13.37999179
2.761,7.280915278,-0.5378287435,-0.05005479231,-13.40969031
2.771,7.257746422,-0.5353632569,-0.04753800854,-13.58142773
2.781,7.225475484,-0.5329394341,-0.04502791539,-13.51894943
2.791,7.184112711,-0.5305637717,-0.04252425954,-13.36996763
2.801,7.134692022,-0.528219223,-0.0400268361,-13.47456601
2.811,7.077082363,-0.5259220004,-0.03753527254,-13.60103892
2.821,7.01040947,-0.5237038732,-0.03504911438,-13.46857081
2.831,6.93667971,-0.521559298,-0.03437017649,-13.37475901
2.841,6.865760146,-0.5194693804,-0.03544384614,-13.53146234
2.851,6.798503271,-0.5174496174,-0.0365177691,-13.58900583
2.861,6.734223505,-0.5155123472,-0.03759185597,-13.41636767
2.871,6.67370632,-0.5136313438,-0.03866594657,-13.39604786
2.881,6.61747892,-0.5117918849,-0.03973989189,-13.56979421
2.891,6.56465637,-0.51001513,-0.04081358761,-13.54506039
2.901,6.514943691,-0.5083021522,-0.04188689217,-13.36825069
2.911,6.469330405,-0.5066226721,-0.04295961559,-13.42187963
2.921,6.427922809,-0.5049734712,-0.04403159767,-13.5731282
2.931,6.389739062,-0.5033767223,-0.04510269687,-13.47123202
2.941,6.354920464,-0.5018216968,-0.0461727269,-13.32771437
2.951,6.324442452,-0.5002797842,-0.04724146426,-13.44456696
2.961,6.297962234,-0.4987592399,-0.04830873385,-13.5439983
2.971,6.274588473,-0.4972783029,-0.04937434942,-13.38485232
2.981,6.254870997,-0.4958158731,-0.05043807998,-13.29720989
2.991,6.239601254,-0.4943493307,-0.05149967223,-13.45226544
3.001,6.228077444,-0.492895633,-0.052558925,-13.48029654
3.011,6.219681861,-0.4914646149,-0.0536156036,-13.2882077
3.021,6.217488943,-0.4900275469,-0.05609793216,-13.2684437
3.031,6.22518742,-0.4885666668,-0.05874133855,-13.43105428
3.041,6.241915835,-0.4870987236,-0.06139326096,-13.38175654
3.051,6.267479953,-0.4856176674,-0.0640540272,-13.19269007
3.061,6.302939308,-0.4840869904,-0.06672379375,-13.24154129
3.071,6.348400195,-0.4824990034,-0.0694027096,-13.38049978
3.081,6.402905533,-0.4808707833,-0.07209094614,-13.26330142
3.091,6.466665778,-0.4791851342,-0.074788481,-13.10679104
3.101,6.540721679,-0.4774071276,-0.07749512047,-13.21318917
3.111,6.624774843,-0.4755394459,-0.08021070808,-13.30486312
3.121,6.717958263,-0.4735950828,-0.08293502033,-13.13521744
3.131,6.820853785,-0.4715471268,-0.08566761017,-13.02910191
3.141,6.934333113,-0.469365865,-0.08840785921,-13.172652
3.151,7.057754208,-0.4670610726,-0.09115519375,-13.20241967
3.161,7.190468203,-0.4646402895,-0.09390891343,-13.00168809
3.171,7.333326736,-0.4620687068,-0.09666801244,-12.95747798
3.181,7.486894153,-0.4593249857,-0.09943139553,-13.11451257
3.191,7.650271429,-0.4564248621,-0.1021979749,-13.07649147
3.201,7.823107663,-0.4533647597,-0.1049664542,-12.87191961
3.211,8.002592233,-0.450109303,-0.1029242054,-12.89146762
3.221,8.159865881,-0.4466617405,-0.09482523799,-13.03466083
3.231,8.288190625,-0.4430780709,-0.08675299585,-12.93155229
3.241,8.38794298,-0.4393825531,-0.0787108615,-12.74839137
3.251,8.460524841,-0.4355757833,-0.07070151716,-12.82373178
3.261,8.506118916,-0.4316932559,-0.06272618473,-12.93075657
3.271,8.524091706,-0.4277870953,-0.0547849685,-12.7726505
3.281,8.51516038,-0.4238706231,-0.04687787592,-12.62858217
3.291,8.480601329,-0.4199466407,-0.03900454193,-12.74650026
3.301,8.420206233,-0.4160577953,-0.03116354533,-12.80407022
3.311,8.333420139,-0.4122500122,-0.02335303463,-12.6075264
3.321,8.221206958,-0.4085279107,-0.01557154488,-12.5139528
3.331,8.084580973,-0.4048992395,-0.007817419246,-12.6576617
3.341,7.922990645,-0.40141204,-8.834494656e-005,-12.65810993
3.351,7.736055192,-0.3981039524,0.007617829833,-12.44190028
3.361,7.524908425,-0.3949734867,0.01530262176,-12.40355304
3.371,7.290233364,-0.3920354247,0.02296760119,-12.5526279
3.381,7.03124112,-0.3893406689,0.03061455488,-12.49327697
3.391,6.747808325,-0.3869176507,0.03824466839,-12.2783753
3.401,6.459878277,-0.3847544491,0.03388357908,-12.29446979
3.411,6.187232912,-0.3828447461,0.02938463725,-12.42909539
3.421,5.928905758,-0.3812009096,0.02487529255,-12.31512685
3.431,5.685003538,-0.3798041344,0.0203561727,-12.121666
3.441,5.456677991,-0.3786120117,0.01582792215,-12.18736218
3.451,5.243833068,-0.3776178062,0.01129092462,-12.29085748
3.461,5.045521081,-0.3768326342,0.006745402236,-12.12935936
3.471,4.862165501,-0.3762289286,0.002191698179,-11.97112436
3.481,4.694829277,-0.3757671118,-0.002369838534,-12.07657224
3.491,4.543100035,-0.3754478991,-0.006939041894,-12.13682134
3.501,4.406155165,-0.3752777278,-0.01151577756,-11.93896527
3.511,4.284704579,-0.3752215505,-0.01609975658,-11.8259871
3.521,4.179632361,-0.3752449453,-0.02069066092,-11.95870537
3.531,4.090262321,-0.3753546178,-0.02528825775,-11.96871074
3.541,4.015975901,-0.3755504191,-0.02989224344,-11.74950264
3.551,3.957708836,-0.3757918179,-0.03450210765,-11.68777566
3.561,3.916100603,-0.3760511279,-0.03911726177,-11.83186533
3.571,3.890279926,-0.3763389587,-0.04373711348,-11.78767999
3.581,3.879498899,-0.3766474426,-0.04760167375,-11.56404593
3.591,3.878927298,-0.3769352138,-0.04978236184,-11.5542318
3.601,3.886915204,-0.3771902323,-0.05196830258,-11.69189853
3.611,3.902445774,-0.3774329424,-0.05415978283,-11.59534015
3.621,3.925427227,-0.3776550889,-0.05635702237,-11.38397396
3.631,3.956966053,-0.377820164,-0.05856014788,-11.42185419
3.641,3.997073779,-0.3779243827,-0.06076928973,-11.53858639
3.651,4.044714777,-0.3779875934,-0.06298455596,-11.39558784
3.661,4.100098221,-0.3779934347,-0.06520598382,-11.20908611
3.671,4.164308404,-0.3779068887,-0.0674334988,-11.28694856
3.681,4.237070412,-0.3777313828,-0.0696670264,-11.36966557
3.691,4.317419906,-0.377483815,-0.07190646976,-11.18676846
3.701,4.405847379,-0.3771404922,-0.07415162027,-11.03562576
3.711,4.503323573,-0.3766700029,-0.07640215009,-11.14531177
3.721,4.609295669,-0.3760824502,-0.07865776867,-11.18589932
3.731,4.722935506,-0.3753899038,-0.08091809601,-10.97341128
3.741,4.844972207,-0.3745625615,-0.08318261802,-10.86487701
3.751,4.976189536,-0.3735743463,-0.08545073867,-10.99572977
3.761,5.115797753,-0.3724406958,-0.0877218619,-10.98963041
3.771,5.263052368,-0.3711681068,-0.08923200518,-10.76065685
3.781,5.400416014,-0.369727999,-0.08229795843,-10.69950446
3.791,5.515088063,-0.3681289554,-0.07537436485,-10.83793447
3.801,5.606285605,-0.3664214313,-0.06846411526,-10.78147612
3.811,5.673802881,-0.3646353483,-0.06156958267,-10.55080441
3.821,5.718863775,-0.362765044,-0.05469281226,-10.53857495
3.831,5.741925909,-0.3608298004,-0.04783514887,-10.66943455
3.841,5.742123558,-0.3588805497,-0.04099719226,-10.56365968
3.851,5.719539537,-0.3569386303,-0.03417938575,-10.34606777
3.861,5.675452799,-0.3549970984,-0.02738209814,-10.37914126
3.871,5.61001745,-0.3530822694,-0.02060518786,-10.4895914
3.881,5.522330625,-0.3512438536,-0.01384811569,-10.33965679
3.891,5.412745786,-0.3494947255,-0.007110507693,-10.14604653
3.901,5.282505174,-0.347828716,-0.0003920745221,-10.21722393
3.911,5.13146322,-0.346278578,0.006307788193,-10.29481745
3.921,4.958761881,-0.3448905945,0.01298974454,-10.10622994
3.931,4.765013741,-0.3436699808,0.01965408027,-9.94672453
3.941,4.551341939,-0.3426135182,0.0263008941,-10.04932763
3.951,4.31731105,-0.3417601287,0.03293036669,-10.08662474
3.961,4.062185974,-0.3411509991,0.03954244405,-9.868801461
3.971,3.80904763,-0.3407766819,0.03136084974,-9.750547831
3.981,3.58587973,-0.340601325,0.02237652428,-9.875045961
3.991,3.392180682,-0.3406186998,0.0133688841,-9.867565196
4.001,3.227515275,-0.3408146799,0.004335556179,-9.633327267
4.011,3.093051685,-0.3411335647,-0.004725936335,-9.56134817
4.021,2.989637495,-0.3415336609,-0.01381831057,-9.695025221
4.031,2.91658243,-0.3420123458,-0.02294449508,-9.638666767
4.041,2.873755435,-0.3425471485,-0.03210726753,-9.401235724
4.051,2.862517212,-0.3430785537,-0.04130904377,-9.377168698
4.061,2.883500834,-0.3435710967,-0.05055192485,-9.505596749
4.071,2.935969068,-0.3440227211,-0.05983761698,-9.401111927
4.081,3.020119563,-0.344401896,-0.06916704774,-9.174457216
4.091,3.137418247,-0.3446469605,-0.0785400942,-9.194683968
4.101,3.288240141,-0.3447287381,-0.08795567602,-9.303176403
4.111,3.471841821,-0.3446432948,-0.09741158038,-9.153503902
4.121,3.688703108,-0.3443499506,-0.1069039479,-8.950473962
